_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
6580,25,Grace Carter,1,Redness Eye Drops,Eye Care,card,8,6.3,2024-12-28T06:49:20.000-08:00,Germany,Frankfurt,www.chemistdirect.co.uk,27472735,1,payment successful
6581,44,Jackson Murphy,59,Hearing Aid Clips,Hearing Devices and Amplifiers,card,2,590.0,2024-10-16T07:00:57.000-07:00,Australia,Adelaide,www.drugstore.com,90672525,1,payment successful
6582,31,Ella Campbell,105,Hydrocortisone Cream,First Aid,wallet,9,5.99,2024-05-06T12:19:09.000-07:00,United States of America,Houston,www.alldaychemist.com,10879809,1,payment successful
6583,9,Olivia Thomas,69,Incontinence Liners,Incontinence,wallet,9,7.99,2024-11-22T06:37:46.000-08:00,Netherlands,Amsterdam,www.walgreens.com,47276194,1,payment successful
6584,11,Mia Harris,68,Bed Protection Underpads,Incontinence,card,4,15.99,2024-04-07T21:19:22.000-07:00,United States of America,Los Angeles,www.cvs.com,21560398,1,payment successful
6585,31,Ella Campbell,126,Diabetes Test Strips,Diabetes Management,wallet,1,25.99,2024-03-23T07:13:53.000-07:00,United States of America,Houston,www.alldaychemist.com,60594038,1,payment successful
6586,20,Benjamin Green,46,Electric Shaver,Shaving and Grooming,wallet,8,29.99,2024-12-24T10:03:46.000-08:00,Japan,Osaka,www.iherb.com,59617779,1,payment successful
6587,29,Aria Turner,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,3,8.99,2024-11-20T04:05:46.000-08:00,Netherlands,Utrecht,www.walgreens.com,24143991,1,payment successful
6588,28,XXXXXXXX,31,Foot Cream,ROGUEROGUE,internet banking,1,8.99,2024-10-14T16:52:48.000-07:00,"",Naples,www.cvs.com,91382458,1,XXXXXXXX
6589,41,Abigail Cook,66,Adult Diapers,Incontinence,wallet,3,12.99,2024-12-08T03:13:12.000-08:00,United States of America,Phoenix,www.alldaychemist.com,59890072,1,payment successful
6590,50,Gabriel Howard,121,Nicotine Lozenges,Stop Smoking,card,6,19.99,2024-01-09T05:14:48.000-08:00,Japan,Fukuoka,www.chemistdirect.co.uk,98555968,0,bank refused to authorize transaction
6591,15,Isabella Hall,129,Glucose Tablets,Diabetes Management,upi,8,4.99,2024-07-22T12:55:58.000-07:00,Germany,Munich,www.pharmacytimes.com,12562305,1,payment successful
6592,14,Liam Walker,79,Body Butter,Bath and Body,card,3,8.99,2024-10-31T07:10:05.000-07:00,Australia,Melbourne,www.chemistwarehouse.com.au,97280315,1,payment successful
6593,23,----////----,52,Hearing Amplifier,"",wallet,5,520.0,2024-08-10T18:39:49.000-07:00,----////----,Birmingham,www.pharmacytimes.com,71526990,1,XXXXXXXX
6594,42,Elijah Morgan,81,Ear Drops,"Ear, Nose, and Throat Care",wallet,9,8.99,2024-04-29T07:18:48.000-07:00,Canada,Ottawa,www.walmart.com/pharmacy,39491195,1,payment successful
6595,12,Ethan Clark,70,Incontinence Wipes,Incontinence,card,7,5.99,2024-07-06T10:10:49.000-07:00,Canada,Vancouver,www.walgreens.com,10328098,1,payment successful
6596,41,Abigail Cook,26,Hair Serum,Hair Care,card,2,9.99,2024-02-06T22:32:36.000-08:00,United States of America,Phoenix,www.cvs.com,63426826,1,payment successful
6597,19,Amelia Scott,124,Psoriasis Treatment,Skin Ailments,wallet,4,12.99,2024-11-02T20:52:44.000-07:00,Netherlands,Rotterdam,www.chemistdirect.co.uk,87645205,1,payment successful
6598,8,James Anderson,67,Incontinence Pads,Incontinence,card,1,8.99,2024-01-19T13:11:29.000-08:00,Italy,Rome,www.medicalnewstoday.com/pharmacy,82216833,1,payment successful
6599,5,Emily Davis,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,3,8.99,2024-12-30T23:01:05.000-08:00,Germany,Berlin,www.medicalnewstoday.com/pharmacy,35817491,1,payment successful
6600,30,Matthew Phillips,91,Chest Rub,"Cough, Cold, and Flu",card,8,5.99,2024-09-26T12:40:28.000-07:00,Japan,Kyoto,www.pillpack.com,42029165,1,payment successful
6601,6,David Wilson,53,Hearing Aid Batteries,Hearing Devices and Amplifiers,card,1,530.0,2024-12-24T00:51:26.000-08:00,France,Paris,www.walmart.com/pharmacy,19570865,1,payment successful
6602,47,Madison Cooper,29,Dry Shampoo,Hair Care,wallet,1,6.49,2024-07-27T13:09:14.000-07:00,Spain,Bilbao,www.walgreens.com,79291507,1,payment successful
6603,4,Michael Brown,90,Nasal Decongestant,"Cough, Cold, and Flu",wallet,2,6.99,2024-08-22T18:30:46.000-07:00,Australia,Sydney,www.pillpack.com,73088227,1,payment successful
6604,12,Ethan Clark,129,Glucose Tablets,Diabetes Management,wallet,3,4.99,2024-12-10T00:43:58.000-08:00,Canada,Vancouver,www.walgreens.com,42425255,1,payment successful
6605,34,Jack Edwards,60,Hearing Aid Dehumidifier,Hearing Devices and Amplifiers,card,8,600.0,2024-02-14T12:25:49.000-08:00,Australia,Perth,www.chemistdirect.co.uk,84493280,1,payment successful
6606,49,Hannah Cox,101,Adhesive Bandages,First Aid,wallet,7,3.99,2024-02-22T05:20:46.000-08:00,Netherlands,Eindhoven,www.walgreens.com,11791764,1,payment successful
6607,29,Aria Turner,53,Hearing Aid Batteries,Hearing Devices and Amplifiers,wallet,4,530.0,2024-04-27T04:24:43.000-07:00,Netherlands,Utrecht,www.drugstore.com,25225737,1,payment successful
6608,21,Harper Adams,50,Mustache Wax,Shaving and Grooming,wallet,3,5.49,2024-11-10T01:24:48.000-08:00,United States of America,Chicago,www.walgreens.com,42327082,1,payment successful
6609,41,Abigail Cook,140,Toe Separator,Supports and Braces,card,1,4.99,2024-09-13T06:54:09.000-07:00,United States of America,Phoenix,www.britishpharmacy.co.uk,74245449,1,payment successful
6610,40,Logan Reed,94,Cold and Flu Tea,"Cough, Cold, and Flu",wallet,3,5.49,2024-06-04T04:29:52.000-07:00,Japan,Nagoya,www.goodrx.com,66983244,1,payment successful
6611,30,Matthew Phillips,94,Cold and Flu Tea,"Cough, Cold, and Flu",card,7,5.49,2024-08-04T14:10:59.000-07:00,Japan,Kyoto,www.drugstore.com,33028106,0,insufficient funds
6612,36,Samuel Stewart,38,Foot Lotion,Foot Care,card,7,7.99,2024-06-02T16:37:55.000-07:00,France,Toulouse,www.healthmart.com,90452753,1,payment successful
6613,19,Amelia Scott,121,Nicotine Lozenges,Stop Smoking,wallet,6,19.99,2024-09-07T12:12:10.000-07:00,Netherlands,Rotterdam,www.walgreens.com,39756127,1,payment successful
6614,45,Avery Bailey,38,Foot Lotion,Foot Care,card,1,7.99,2024-08-16T22:16:48.000-07:00,Germany,Cologne,www.walgreens.com,71381172,1,payment successful
6615,11,Mia Harris,28,Hair Mask,Hair Care,card,5,12.99,2024-07-01T18:14:10.000-07:00,United States of America,Los Angeles,www.chemistwarehouse.com.au,24816025,1,payment successful
6616,20,Benjamin Green,79,Body Butter,Bath and Body,card,8,8.99,2024-06-22T11:18:44.000-07:00,Japan,Osaka,www.riteaid.com,33720171,1,payment successful
6617,18,William King,14,Dental Floss,Oral Care,card,8,2.79,2024-10-18T14:44:29.000-07:00,Italy,Milan,www.alldaychemist.com,55861803,1,payment successful
6618,27,Victoria Perez,115,Blood Pressure Monitor,Home Tests and Monitoring,card,1,29.99,2024-04-06T15:46:28.000-07:00,Spain,Seville,www.walgreens.com,73248774,1,payment successful
6619,21,Harper Adams,66,Adult Diapers,Incontinence,wallet,1,12.99,2024-08-26T09:50:36.000-07:00,United States of America,Chicago,www.1mg.com,73142810,1,payment successful
6620,44,Jackson Murphy,122,Skin Rash Cream,Skin Ailments,card,9,7.99,2024-02-25T12:24:25.000-08:00,Australia,Adelaide,www.walgreens.com,92710159,1,payment successful
6621,24,Daniel Nelson,135,Shoulder Support,Supports and Braces,card,8,14.99,2024-11-10T07:29:07.000-08:00,Australia,Brisbane,www.alldaychemist.com,14184973,1,payment successful
6622,13,Ava Lewis,106,Antibiotic Ointment,First Aid,card,7,6.99,2024-10-30T22:09:35.000-07:00,United Kingdom,Manchester,www.walgreens.com,40505212,1,payment successful
6623,28,Sebastian Roberts,83,Throat Lozenges,"Ear, Nose, and Throat Care",card,4,5.99,2024-12-12T14:44:03.000-08:00,Italy,Naples,www.pharmacytimes.com,85362327,0,billing address incorrect
6624,34,Jack Edwards,119,Nicotine Gum,Stop Smoking,card,2,24.99,2024-11-27T16:03:35.000-08:00,Australia,Perth,www.cvs.com,52200875,1,payment successful
6625,42,Elijah Morgan,43,Aftershave,Shaving and Grooming,upi,1,4.99,2024-11-12T07:27:47.000-08:00,Canada,Ottawa,www.pillpack.com,84083040,1,payment successful
6626,49,Hannah Cox,121,Nicotine Lozenges,Stop Smoking,wallet,9,19.99,2024-07-16T16:58:30.000-07:00,Netherlands,Eindhoven,www.chemistwarehouse.com.au,68841016,1,payment successful
6627,28,Sebastian Roberts,120,Nicotine Patches,Stop Smoking,card,5,29.99,2024-11-21T02:57:10.000-08:00,Italy,Naples,www.britishpharmacy.co.uk,96828476,1,payment successful
6628,49,Hannah Cox,70,Incontinence Wipes,Incontinence,card,7,5.99,2024-08-08T10:55:39.000-07:00,Netherlands,Eindhoven,www.cvs.com,79318964,1,payment successful
6629,12,Ethan Clark,12,Toothbrush,Oral Care,card,8,1.99,2024-12-24T21:35:17.000-08:00,Canada,Vancouver,www.chemistdirect.co.uk,33910362,1,payment successful
6630,6,David Wilson,33,Foot Spray,Foot Care,wallet,4,7.49,2024-12-18T13:07:42.000-08:00,France,Paris,www.walgreens.com,96927201,1,payment successful
6631,18,William King,135,Shoulder Support,Supports and Braces,wallet,1,14.99,2024-04-12T03:12:51.000-07:00,Italy,Milan,www.walgreens.com,34940373,1,payment successful
6632,4,Michael Brown,120,Nicotine Patches,Stop Smoking,card,8,29.99,2024-11-19T21:43:51.000-08:00,Australia,Sydney,www.walgreens.com,97105236,1,payment successful
6633,29,Aria Turner,14,Dental Floss,Oral Care,card,5,2.79,2024-06-16T12:59:18.000-07:00,Netherlands,Utrecht,www.safeway.com/pharmacy,50817869,1,payment successful
6634,18,William King,55,Hearing Aid Domes,Hearing Devices and Amplifiers,wallet,5,550.0,2024-12-06T13:43:54.000-08:00,Italy,Milan,www.cvs.com,60650898,1,payment successful
6635,26,Henry Mitchell,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,card,1,540.0,2024-10-28T09:08:19.000-07:00,France,Marseille,www.amazon.com/pharmacy,56503430,1,payment successful
6636,35,Chloe Collins,58,Hearing Aid Tubing,Hearing Devices and Amplifiers,card,7,580.0,2024-02-22T22:18:28.000-08:00,Germany,Hamburg,www.riteaid.com,81635874,1,payment successful
6637,41,Abigail Cook,33,Foot Spray,Foot Care,wallet,5,7.49,2024-11-29T06:21:23.000-08:00,United States of America,Phoenix,www.chemistwarehouse.com.au,41949122,1,payment successful
6638,28,Sebastian Roberts,2,Lubricating Eye Drops,Eye Care,card,1,9.99,2024-04-04T13:16:21.000-07:00,Italy,Naples,www.medicalnewstoday.com/pharmacy,44767686,1,payment successful
6639,50,Gabriel Howard,20,Interdental Brushes,Oral Care,wallet,7,4.49,2024-09-09T11:13:52.000-07:00,Japan,Fukuoka,www.1mg.com,19757640,1,payment successful
6640,49,Hannah Cox,132,Wrist Brace,Supports and Braces,internet banking,9,10.99,2024-12-20T11:14:46.000-08:00,Netherlands,Eindhoven,www.walgreens.com,48865817,1,payment successful
6641,20,Benjamin Green,79,Body Butter,Bath and Body,wallet,6,8.99,2024-05-20T19:33:56.000-07:00,Japan,Osaka,www.amazon.com/pharmacy,27374881,0,insufficient funds
6642,13,Ava Lewis,22,Conditioner,Hair Care,wallet,9,6.99,2024-02-02T12:32:40.000-08:00,United Kingdom,Manchester,www.alldaychemist.com,17579976,1,payment successful
6643,38,Mason Morris,1,Redness Eye Drops,Eye Care,card,2,6.3,2024-03-08T08:27:38.000-08:00,Italy,Turin,www.medicalnewstoday.com/pharmacy,64837733,0,insufficient credit
6644,12,Ethan Clark,33,Foot Spray,Foot Care,card,7,7.49,2024-08-04T12:15:44.000-07:00,Canada,Vancouver,www.walmart.com/pharmacy,48195320,1,payment successful
6645,12,Ethan Clark,68,Bed Protection Underpads,Incontinence,wallet,1,15.99,2024-10-28T10:01:08.000-07:00,Canada,Vancouver,www.mysmartpharmacy.com,25666866,1,payment successful
6646,19,Amelia Scott,3,Eye Itch Relief Pills,Eye Care,card,4,24.99,2024-05-09T04:36:27.000-07:00,Netherlands,Rotterdam,www.walgreens.com,20366856,1,payment successful
6647,2,Jane Smith,83,Throat Lozenges,"Ear, Nose, and Throat Care",wallet,3,5.99,2024-06-26T13:13:31.000-07:00,Canada,Toronto,www.walmart.com/pharmacy,14161989,1,payment successful
6648,45,Avery Bailey,124,Psoriasis Treatment,Skin Ailments,wallet,3,12.99,2024-05-18T20:24:32.000-07:00,Germany,Cologne,www.healthmart.com,59773246,1,payment successful
6649,13,Ava Lewis,103,Gauze Pads,First Aid,card,4,4.99,2024-06-09T03:57:50.000-07:00,United Kingdom,Manchester,www.walgreens.com,15625752,1,payment successful
6650,49,Hannah Cox,120,Nicotine Patches,Stop Smoking,wallet,7,29.99,2024-01-14T07:54:48.000-08:00,Netherlands,Eindhoven,www.chemistdirect.co.uk,12778833,1,payment successful
6651,28,Sebastian Roberts,52,Hearing Amplifier,Hearing Devices and Amplifiers,wallet,1,520.0,2024-09-03T08:45:19.000-07:00,Italy,Naples,www.medicalnewstoday.com/pharmacy,30642857,0,insufficient credit
6652,46,Dylan Rivera,138,Calf Support,Supports and Braces,card,3,9.99,2024-12-30T19:30:07.000-08:00,France,Nice,www.mysmartpharmacy.com,25941903,1,payment successful
6653,28,Sebastian Roberts,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,internet banking,8,540.0,2024-12-13T13:30:43.000-08:00,Italy,Naples,www.walgreens.com,66234281,1,payment successful
6654,12,Ethan Clark,125,Acne Treatment Gel,Skin Ailments,upi,4,8.99,2024-04-21T19:36:19.000-07:00,Canada,Vancouver,www.cvs.com,38826469,1,payment successful
6655,34,Jack Edwards,12,Toothbrush,Oral Care,upi,1,1.99,2024-09-18T15:39:00.000-07:00,Australia,Perth,www.chemistwarehouse.com.au,23326290,1,payment successful
6656,13,Ava Lewis,133,Elbow Support,Supports and Braces,wallet,3,11.99,2024-12-22T11:00:06.000-08:00,United Kingdom,Manchester,www.medicalnewstoday.com/pharmacy,25517918,1,payment successful
6657,50,Gabriel Howard,110,Antacid Tablets,Digestive Health and Nausea,card,5,4.99,2024-04-25T09:51:27.000-07:00,Japan,Fukuoka,www.chemistwarehouse.com.au,87394556,1,payment successful
6658,21,Harper Adams,147,Groin Support,Supports and Braces,internet banking,9,13.99,2024-12-26T20:57:41.000-08:00,United States of America,Chicago,www.iherb.com,95100509,1,payment successful
6659,22,Alexander Baker,10,Contact Lens Case,Eye Care,card,5,16.0,2024-06-25T19:25:00.000-07:00,Canada,Montreal,www.drugstore.com,88113592,1,payment successful
6660,6,David Wilson,13,Mouthwash,Oral Care,card,7,3.49,2024-12-21T02:04:05.000-08:00,France,Paris,www.cvs.com,62047791,1,payment successful
6661,12,Ethan Clark,121,Nicotine Lozenges,Stop Smoking,wallet,5,19.99,2024-11-28T04:55:02.000-08:00,Canada,Vancouver,www.expresspharmacy.co.uk,45624132,1,payment successful
6662,6,David Wilson,70,Incontinence Wipes,Incontinence,wallet,1,5.99,2024-07-10T07:54:11.000-07:00,France,Paris,www.walgreens.com,96626826,1,payment successful
6663,41,Abigail Cook,116,Glucose Meter,Home Tests and Monitoring,card,1,24.99,2024-08-17T19:40:21.000-07:00,United States of America,Phoenix,www.walgreens.com,14798944,1,payment successful
6664,27,----////----,38,Foot Lotion,ROGUEROGUE,upi,4,7.99,2024-12-26T02:14:57.000-08:00,"",Seville,www.walgreens.com,19412411,1,ROGUEROGUE
6665,11,Mia Harris,148,Neck Brace,Supports and Braces,wallet,5,16.99,2024-11-05T11:10:16.000-08:00,United States of America,Los Angeles,www.walgreens.com,71930969,1,payment successful
6666,34,Jack Edwards,19,Orthodontic Wax,Oral Care,wallet,8,1.99,2024-08-02T04:59:22.000-07:00,Australia,Perth,www.alldaychemist.com,32907921,1,payment successful
6667,18,William King,86,Cough Syrup,"Cough, Cold, and Flu",wallet,9,8.99,2024-09-02T20:19:36.000-07:00,Italy,Milan,www.walmart.com/pharmacy,95393135,1,payment successful
6668,34,Jack Edwards,110,Antacid Tablets,Digestive Health and Nausea,card,2,4.99,2024-06-19T03:20:28.000-07:00,Australia,Perth,www.chemistwarehouse.com.au,58659805,1,payment successful
6669,1,John Doe,120,Nicotine Patches,Stop Smoking,wallet,6,29.99,2024-01-08T18:07:55.000-08:00,United States of America,New York,www.chemistdirect.co.uk,98864433,1,payment successful
6670,4,Michael Brown,139,Compression Socks,Supports and Braces,card,7,12.99,2024-11-27T14:40:25.000-08:00,Australia,Sydney,www.1mg.com,36239968,1,payment successful
6671,18,William King,131,Ankle Support,Supports and Braces,wallet,2,12.99,2024-02-08T02:17:16.000-08:00,Italy,Milan,www.walgreens.com,11072895,1,payment successful
6672,25,Grace Carter,82,Nasal Spray,"Ear, Nose, and Throat Care",wallet,4,7.99,2024-03-15T12:20:07.000-07:00,Germany,Frankfurt,www.alldaychemist.com,79006849,1,payment successful
6673,19,Amelia Scott,145,Posture Corrector,Supports and Braces,card,9,14.99,2024-04-27T02:38:07.000-07:00,Netherlands,Rotterdam,www.expresspharmacy.co.uk,94804945,1,payment successful
6674,29,Aria Turner,118,Cholesterol Test Kit,Home Tests and Monitoring,card,6,19.99,2024-12-06T19:51:18.000-08:00,Netherlands,Utrecht,www.walgreens.com,79864237,1,payment successful
6675,26,Henry Mitchell,34,Foot Scrub,Foot Care,card,1,6.99,2024-10-18T10:44:55.000-07:00,France,Marseille,www.mysmartpharmacy.com,12397851,1,payment successful
6676,7,Sophia Martinez,150,Hip Support,Supports and Braces,wallet,8,17.99,2024-06-01T18:50:15.000-07:00,Spain,Madrid,www.iherb.com,49906094,1,payment successful
6677,45,Avery Bailey,113,Stool Softener,Digestive Health and Nausea,internet banking,4,5.99,2024-09-27T02:08:30.000-07:00,Germany,Cologne,www.safeway.com/pharmacy,80092135,1,payment successful
6678,5,ROGUEROGUE,88,Flu Relief Tablets,XXXXXXXX,card,8,9.99,2024-09-22T07:31:41.000-07:00,"",Berlin,www.cvs.com,66817201,1,""
6679,27,Victoria Perez,3,Eye Itch Relief Pills,Eye Care,card,5,24.99,2024-08-26T20:49:15.000-07:00,Spain,Seville,www.walgreens.com,85655345,1,payment successful
6680,42,Elijah Morgan,52,Hearing Amplifier,Hearing Devices and Amplifiers,wallet,6,520.0,2024-09-24T18:23:47.000-07:00,Canada,Ottawa,www.iherb.com,37183753,1,payment successful
6681,27,Victoria Perez,69,Incontinence Liners,Incontinence,upi,4,7.99,2024-12-09T01:26:49.000-08:00,Spain,Seville,www.walgreens.com,37302970,1,payment successful
6682,24,Daniel Nelson,34,Foot Scrub,Foot Care,wallet,8,6.99,2024-12-13T03:38:10.000-08:00,Australia,Brisbane,www.drugstore.com,84065115,1,payment successful
6683,11,Mia Harris,118,Cholesterol Test Kit,Home Tests and Monitoring,internet banking,3,19.99,2024-12-11T02:14:58.000-08:00,United States of America,Los Angeles,www.cvs.com,74788410,1,payment successful
6684,36,Samuel Stewart,145,Posture Corrector,Supports and Braces,card,4,14.99,2024-12-18T00:01:34.000-08:00,France,Toulouse,www.cvs.com,69844022,1,payment successful
6685,36,Samuel Stewart,120,Nicotine Patches,Stop Smoking,wallet,7,29.99,2024-07-08T13:59:37.000-07:00,France,Toulouse,www.riteaid.com,94884586,0,insufficient credit
6686,12,Ethan Clark,65,Lip Balm with SPF,Sun Care,wallet,5,4.99,2024-03-05T20:41:10.000-08:00,Canada,Vancouver,www.chemistdirect.co.uk,42607098,1,payment successful
6687,21,Harper Adams,98,Pain Relief Spray,Pain Relief and Management,wallet,5,9.99,2024-01-20T23:34:02.000-08:00,United States of America,Chicago,www.drugstore.com,51200184,0,insufficient credit
6688,48,Luke Richardson,146,Hernia Belt,Supports and Braces,wallet,8,24.99,2024-04-28T23:59:33.000-07:00,Italy,Florence,www.medicalnewstoday.com/pharmacy,79429292,1,payment successful
6689,44,Jackson Murphy,27,Hair Oil,Hair Care,wallet,6,10.99,2024-01-21T05:38:48.000-08:00,Australia,Adelaide,www.cvs.com,61929095,1,payment successful
6690,26,Henry Mitchell,148,Neck Brace,Supports and Braces,wallet,8,16.99,2024-12-30T00:37:25.000-08:00,France,Marseille,www.walmart.com/pharmacy,62363813,1,payment successful
6691,13,Ava Lewis,24,Hair Spray,Hair Care,card,7,7.99,2024-04-10T03:42:34.000-07:00,United Kingdom,Manchester,www.medicalnewstoday.com/pharmacy,63600191,1,payment successful
6692,5,Emily Davis,102,Antiseptic Wipes,First Aid,internet banking,2,2.99,2024-07-11T22:43:09.000-07:00,Germany,Berlin,www.alldaychemist.com,80061725,1,payment successful
6693,4,Michael Brown,9,Contact Lens Disinfecting Solution,Eye Care,internet banking,2,22.99,2024-05-30T06:32:01.000-07:00,Australia,Sydney,www.riteaid.com,69913132,0,bank refused to authorize transaction
6694,18,William King,101,Adhesive Bandages,First Aid,wallet,5,3.99,2024-07-20T08:36:18.000-07:00,Italy,Milan,www.britishpharmacy.co.uk,69805562,1,payment successful
6695,25,Grace Carter,63,Sunburn Relief Spray,Sun Care,wallet,1,9.99,2024-12-10T09:44:39.000-08:00,Germany,Frankfurt,www.cvs.com,37424849,0,insufficient funds
6696,21,Harper Adams,80,Shower Gel,Bath and Body,card,2,4.99,2024-09-21T06:15:47.000-07:00,United States of America,Chicago,www.britishpharmacy.co.uk,77448258,1,payment successful
6697,19,Amelia Scott,94,Cold and Flu Tea,"Cough, Cold, and Flu",wallet,4,5.49,2024-01-28T03:35:52.000-08:00,Netherlands,Rotterdam,www.chemistdirect.co.uk,87121018,1,payment successful
6698,29,Aria Turner,137,Thumb Brace,Supports and Braces,internet banking,7,8.99,2024-12-10T13:02:45.000-08:00,Netherlands,Utrecht,www.safeway.com/pharmacy,95688816,1,payment successful
6699,41,Abigail Cook,17,Dental Picks,Oral Care,wallet,6,3.99,2024-12-07T01:59:13.000-08:00,United States of America,Phoenix,www.alldaychemist.com,55281409,0,insufficient credit
6700,39,Zoe Rogers,121,Nicotine Lozenges,Stop Smoking,card,5,19.99,2024-01-27T07:51:59.000-08:00,Netherlands,The Hague,www.riteaid.com,14795171,1,payment successful
6701,16,Noah Allen,79,Body Butter,Bath and Body,wallet,2,8.99,2024-08-19T14:45:58.000-07:00,France,Lyon,www.riteaid.com,57009996,1,payment successful
6702,46,Dylan Rivera,6,Eye Wash,Eye Care,wallet,7,5.49,2024-11-29T01:56:00.000-08:00,France,Nice,www.riteaid.com,55565323,1,payment successful
6703,30,Matthew Phillips,69,Incontinence Liners,Incontinence,card,9,7.99,2024-08-24T07:36:52.000-07:00,Japan,Kyoto,www.healthmart.com,11645924,1,payment successful
6704,2,Jane Smith,23,Hair Gel,Hair Care,wallet,8,4.99,2024-10-24T08:43:35.000-07:00,Canada,Toronto,www.drugstore.com,57705127,1,payment successful
6705,18,William King,88,Flu Relief Tablets,"Cough, Cold, and Flu",wallet,4,9.99,2024-10-05T12:12:19.000-07:00,Italy,Milan,www.cvs.com,56300202,1,payment successful
6706,30,XXXXXXXX,14,Dental Floss,XXXXXXXX,internet banking,8,2.79,2024-01-17T00:24:00.000-08:00,XXXXXXXX,Kyoto,www.pillpack.com,19617590,1,XXXXXXXX
6707,50,Gabriel Howard,146,Hernia Belt,Supports and Braces,wallet,9,24.99,2024-02-08T23:13:40.000-08:00,Japan,Fukuoka,www.medicalnewstoday.com/pharmacy,91920461,0,insufficient funds
6708,2,Jane Smith,13,Mouthwash,Oral Care,upi,2,3.49,2024-10-24T20:57:18.000-07:00,Canada,Toronto,www.cvs.com,49642467,1,payment successful
6709,23,Evelyn Gonzalez,110,Antacid Tablets,Digestive Health and Nausea,wallet,3,4.99,2024-06-29T08:12:28.000-07:00,United Kingdom,Birmingham,www.medicalnewstoday.com/pharmacy,92860918,1,payment successful
6710,29,Aria Turner,87,Cold Medicine,"Cough, Cold, and Flu",card,1,7.99,2024-12-20T15:34:31.000-08:00,Netherlands,Utrecht,www.drugstore.com,51781873,0,billing address incorrect
6711,25,Grace Carter,90,Nasal Decongestant,"Cough, Cold, and Flu",wallet,1,6.99,2024-12-30T13:53:23.000-08:00,Germany,Frankfurt,www.walmart.com/pharmacy,66880852,1,payment successful
6712,20,Benjamin Green,64,Sunscreen Spray,Sun Care,card,1,14.99,2024-03-03T12:54:18.000-08:00,Japan,Osaka,www.drugstore.com,80716083,1,payment successful
6713,31,Ella Campbell,98,Pain Relief Spray,Pain Relief and Management,upi,2,9.99,2024-03-28T14:13:20.000-07:00,United States of America,Houston,www.riteaid.com,65058172,1,payment successful
6714,12,Ethan Clark,71,Sanitary Pads,Feminine Care,wallet,2,5.99,2024-12-08T07:37:30.000-08:00,Canada,Vancouver,www.walgreens.com,88829130,1,payment successful
6715,10,Lucas Taylor,120,Nicotine Patches,Stop Smoking,wallet,7,29.99,2024-03-29T02:19:54.000-07:00,Japan,Tokyo,www.expresspharmacy.co.uk,56212101,1,payment successful
6716,39,Zoe Rogers,95,Vapor Inhaler,"Cough, Cold, and Flu",wallet,2,4.49,2024-11-10T03:18:46.000-08:00,Netherlands,The Hague,www.medicalnewstoday.com/pharmacy,58834458,1,payment successful
6717,19,Amelia Scott,98,Pain Relief Spray,Pain Relief and Management,wallet,6,9.99,2024-06-22T07:41:27.000-07:00,Netherlands,Rotterdam,www.expresspharmacy.co.uk,43950465,1,payment successful
6718,45,Avery Bailey,120,Nicotine Patches,Stop Smoking,card,3,29.99,2024-04-06T16:43:19.000-07:00,Germany,Cologne,www.mysmartpharmacy.com,71934202,1,payment successful
6719,28,Sebastian Roberts,125,Acne Treatment Gel,Skin Ailments,wallet,6,8.99,2024-07-28T20:25:44.000-07:00,Italy,Naples,www.medicalnewstoday.com/pharmacy,51850642,1,payment successful
6720,19,Amelia Scott,73,Panty Liners,Feminine Care,wallet,9,4.99,2024-05-15T11:08:03.000-07:00,Netherlands,Rotterdam,www.alldaychemist.com,92899886,1,payment successful
6721,3,Alice Johnson,61,Sunscreen Lotion,Sun Care,wallet,7,15.99,2024-07-04T13:51:46.000-07:00,United Kingdom,London,www.1mg.com,88382838,1,payment successful
6722,25,Grace Carter,128,Lancets,Diabetes Management,card,7,14.99,2024-12-01T14:42:03.000-08:00,Germany,Frankfurt,www.expresspharmacy.co.uk,51836552,1,payment successful
6723,16,Noah Allen,31,Foot Cream,Foot Care,wallet,1,8.99,2024-12-21T06:05:28.000-08:00,France,Lyon,www.medicalnewstoday.com/pharmacy,93716943,1,payment successful
6724,30,Matthew Phillips,2,Lubricating Eye Drops,Eye Care,card,8,9.99,2024-12-13T04:01:31.000-08:00,Japan,Kyoto,www.riteaid.com,32684914,1,payment successful
6725,45,Avery Bailey,7,Lens Wipes,Eye Care,wallet,4,11.99,2024-12-26T05:45:00.000-08:00,Germany,Cologne,www.mysmartpharmacy.com,97483896,1,payment successful
6726,34,Jack Edwards,105,Hydrocortisone Cream,First Aid,internet banking,1,5.99,2024-03-04T00:49:18.000-08:00,Australia,Perth,www.medicalnewstoday.com/pharmacy,43530375,1,payment successful
6727,18,William King,86,Cough Syrup,"Cough, Cold, and Flu",card,5,8.99,2024-09-27T08:45:41.000-07:00,Italy,Milan,www.chemistdirect.co.uk,77829724,1,payment successful
6728,22,Alexander Baker,58,Hearing Aid Tubing,Hearing Devices and Amplifiers,card,4,580.0,2024-07-21T07:13:57.000-07:00,Canada,Montreal,www.1mg.com,27590940,1,payment successful
