_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
300,6,David Wilson,61,Sunscreen Lotion,Sun Care,wallet,4,15.99,2024-06-18T14:38:52.000-07:00,France,Paris,www.healthmart.com,74919305,1,payment successful
301,31,Ella Campbell,106,Antibiotic Ointment,First Aid,card,4,6.99,2024-12-26T12:27:55.000-08:00,United States of America,Houston,www.walgreens.com,61030189,1,payment successful
302,2,Jane Smith,50,Mustache Wax,Shaving and Grooming,card,5,5.49,2024-09-22T14:05:06.000-07:00,Canada,Toronto,www.pillpack.com,76678031,1,payment successful
303,9,Olivia Thomas,42,Razor,Shaving and Grooming,wallet,2,5.99,2024-04-03T12:53:58.000-07:00,Netherlands,Amsterdam,www.chemistwarehouse.com.au,10540038,1,payment successful
304,11,Mia Harris,46,Electric Shaver,Shaving and Grooming,wallet,3,29.99,2024-01-16T07:11:04.000-08:00,United States of America,Los Angeles,www.pharmacytimes.com,22727139,0,insufficient funds
305,8,James Anderson,148,Neck Brace,Supports and Braces,wallet,9,16.99,2024-02-11T11:14:58.000-08:00,Italy,Rome,www.walgreens.com,13393941,1,payment successful
306,45,Avery Bailey,47,Beard Trimmer,Shaving and Grooming,upi,8,19.99,2024-09-03T02:06:00.000-07:00,Germany,Cologne,www.mysmartpharmacy.com,71446486,1,payment successful
307,20,Benjamin Green,115,Blood Pressure Monitor,Home Tests and Monitoring,wallet,3,29.99,2024-10-12T05:20:07.000-07:00,Japan,Osaka,www.goodrx.com,44698913,1,payment successful
308,14,Liam Walker,11,Toothpaste,Oral Care,wallet,8,2.99,2024-01-21T08:21:12.000-08:00,Australia,Melbourne,www.expresspharmacy.co.uk,28758797,1,payment successful
309,3,Alice Johnson,47,Beard Trimmer,Shaving and Grooming,card,1,19.99,2024-11-29T12:20:41.000-08:00,United Kingdom,London,www.pillpack.com,16453266,1,payment successful
310,15,Isabella Hall,143,Plantar Fasciitis Sleeve,Supports and Braces,card,1,11.99,2024-01-27T07:51:50.000-08:00,Germany,Munich,www.chemistwarehouse.com.au,63618365,1,payment successful
311,14,Liam Walker,1,Redness Eye Drops,Eye Care,wallet,6,6.3,2024-01-07T22:00:52.000-08:00,Australia,Melbourne,www.walgreens.com,77733514,1,payment successful
312,42,Elijah Morgan,127,Insulin Syringes,Diabetes Management,card,7,19.99,2024-08-07T10:14:57.000-07:00,Canada,Ottawa,www.safeway.com/pharmacy,45259871,1,payment successful
313,43,Sofia Bell,31,Foot Cream,Foot Care,wallet,1,8.99,2024-02-07T19:01:05.000-08:00,United Kingdom,Leeds,www.1mg.com,92964798,1,payment successful
314,34,Jack Edwards,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,7,8.99,2024-11-27T21:48:37.000-08:00,Australia,Perth,www.walmart.com/pharmacy,64109696,1,payment successful
315,48,Luke Richardson,46,Electric Shaver,Shaving and Grooming,wallet,8,29.99,2024-10-19T13:59:06.000-07:00,Italy,Florence,www.chemistwarehouse.com.au,53869878,1,payment successful
316,48,Luke Richardson,36,Foot File,Foot Care,card,3,3.99,2024-07-20T06:32:25.000-07:00,Italy,Florence,www.alldaychemist.com,66394659,1,payment successful
317,30,Matthew Phillips,6,Eye Wash,Eye Care,wallet,6,5.49,2024-12-01T10:05:54.000-08:00,Japan,Kyoto,www.alldaychemist.com,97159804,1,payment successful
318,12,Ethan Clark,134,Back Support Belt,Supports and Braces,upi,4,19.99,2024-04-03T02:30:27.000-07:00,Canada,Vancouver,www.walgreens.com,37276637,1,payment successful
319,39,Zoe Rogers,114,Pregnancy Test,Home Tests and Monitoring,wallet,3,12.99,2024-11-20T14:00:33.000-08:00,Netherlands,The Hague,www.healthmart.com,36127066,1,payment successful
320,39,Zoe Rogers,79,Body Butter,Bath and Body,card,7,8.99,2024-04-06T19:13:16.000-07:00,Netherlands,The Hague,www.riteaid.com,34789147,1,payment successful
321,39,Zoe Rogers,71,Sanitary Pads,Feminine Care,wallet,7,5.99,2024-12-01T12:03:36.000-08:00,Netherlands,The Hague,www.goodrx.com,41662455,1,payment successful
322,30,Matthew Phillips,98,Pain Relief Spray,Pain Relief and Management,wallet,7,9.99,2024-06-11T10:54:07.000-07:00,Japan,Kyoto,www.chemistwarehouse.com.au,76929223,1,payment successful
323,5,Emily Davis,8,Lens Cleaner,Eye Care,wallet,7,4.99,2024-08-03T14:05:00.000-07:00,Germany,Berlin,www.1mg.com,49349501,1,payment successful
324,45,Avery Bailey,105,Hydrocortisone Cream,First Aid,card,9,5.99,2024-06-04T22:02:38.000-07:00,Germany,Cologne,www.cvs.com,85709702,1,payment successful
325,46,Dylan Rivera,117,Ovulation Test,Home Tests and Monitoring,wallet,5,14.99,2024-05-14T04:15:37.000-07:00,France,Nice,www.chemistwarehouse.com.au,38201896,1,payment successful
326,41,Abigail Cook,51,Hearing Aid,Hearing Devices and Amplifiers,upi,3,510.0,2024-03-15T12:34:19.000-07:00,United States of America,Phoenix,www.riteaid.com,48946562,1,payment successful
327,3,Alice Johnson,50,Mustache Wax,Shaving and Grooming,card,4,5.49,2024-07-23T18:06:34.000-07:00,United Kingdom,London,www.expresspharmacy.co.uk,87154377,1,payment successful
328,18,William King,93,Cough Suppressant,"Cough, Cold, and Flu",card,7,7.49,2024-06-17T14:00:59.000-07:00,Italy,Milan,www.1mg.com,28512584,1,payment successful
329,47,Madison Cooper,106,Antibiotic Ointment,First Aid,wallet,4,6.99,2024-12-05T19:30:23.000-08:00,Spain,Bilbao,www.cvs.com,95358916,1,payment successful
330,14,Liam Walker,50,Mustache Wax,Shaving and Grooming,wallet,9,5.49,2024-12-04T13:48:18.000-08:00,Australia,Melbourne,www.cvs.com,59968955,1,payment successful
331,43,Sofia Bell,17,Dental Picks,Oral Care,upi,7,3.99,2024-11-01T18:54:08.000-07:00,United Kingdom,Leeds,www.pharmacytimes.com,80911238,1,payment successful
332,30,Matthew Phillips,128,Lancets,Diabetes Management,card,3,14.99,2024-12-23T15:28:41.000-08:00,Japan,Kyoto,www.goodrx.com,50993335,1,payment successful
333,32,Aiden Parker,146,Hernia Belt,Supports and Braces,card,6,24.99,2024-02-29T18:51:31.000-08:00,Canada,Calgary,www.medicalnewstoday.com/pharmacy,34245251,1,payment successful
334,4,Michael Brown,28,Hair Mask,Hair Care,wallet,8,12.99,2024-12-19T04:53:59.000-08:00,Australia,Sydney,www.pillpack.com,49973620,1,payment successful
335,46,Dylan Rivera,25,Hair Mousse,Hair Care,wallet,1,8.99,2024-02-17T10:49:59.000-08:00,France,Nice,www.riteaid.com,32671017,1,payment successful
336,34,Jack Edwards,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,wallet,2,540.0,2024-08-04T10:00:49.000-07:00,Australia,Perth,www.expresspharmacy.co.uk,91191671,0,bank refused to authorize transaction
337,29,Aria Turner,11,Toothpaste,Oral Care,wallet,5,2.99,2024-06-18T03:44:26.000-07:00,Netherlands,Utrecht,www.medicalnewstoday.com/pharmacy,42033952,1,payment successful
338,39,Zoe Rogers,110,Antacid Tablets,Digestive Health and Nausea,wallet,6,4.99,2024-12-29T07:49:29.000-08:00,Netherlands,The Hague,www.drugstore.com,77394640,1,payment successful
339,49,Hannah Cox,61,Sunscreen Lotion,Sun Care,internet banking,6,15.99,2024-02-15T05:01:44.000-08:00,Netherlands,Eindhoven,www.pharmacytimes.com,99900195,1,payment successful
340,43,Sofia Bell,146,Hernia Belt,Supports and Braces,wallet,7,24.99,2024-05-10T16:46:55.000-07:00,United Kingdom,Leeds,www.walgreens.com,63031043,1,payment successful
341,14,Liam Walker,94,Cold and Flu Tea,"Cough, Cold, and Flu",card,1,5.49,2024-05-29T12:42:48.000-07:00,Australia,Melbourne,www.pharmacytimes.com,31935830,1,payment successful
342,46,Dylan Rivera,150,Hip Support,Supports and Braces,card,9,17.99,2024-09-24T02:40:13.000-07:00,France,Nice,www.1mg.com,48381546,1,payment successful
343,25,Grace Carter,6,Eye Wash,Eye Care,wallet,1,5.49,2024-03-17T02:33:52.000-07:00,Germany,Frankfurt,www.medicalnewstoday.com/pharmacy,43077540,1,payment successful
344,49,Hannah Cox,16,Teeth Whitening Strips,Oral Care,card,7,19.99,2024-04-10T01:21:52.000-07:00,Netherlands,Eindhoven,www.iherb.com,17256252,1,payment successful
345,9,Olivia Thomas,4,Allergy Relief Eye Drops,Eye Care,internet banking,1,7.99,2024-12-20T10:29:34.000-08:00,Netherlands,Amsterdam,www.medicalnewstoday.com/pharmacy,71292592,1,payment successful
346,11,Mia Harris,148,Neck Brace,Supports and Braces,wallet,7,16.99,2024-12-23T16:19:26.000-08:00,United States of America,Los Angeles,www.chemistdirect.co.uk,67037101,1,payment successful
347,30,Matthew Phillips,116,Glucose Meter,Home Tests and Monitoring,card,5,24.99,2024-01-26T09:29:08.000-08:00,Japan,Kyoto,www.amazon.com/pharmacy,46410165,0,card expired
348,49,Hannah Cox,116,Glucose Meter,Home Tests and Monitoring,wallet,4,24.99,2024-06-02T05:34:09.000-07:00,Netherlands,Eindhoven,www.expresspharmacy.co.uk,30431093,1,payment successful
349,17,Charlotte Young,29,Dry Shampoo,Hair Care,upi,3,6.49,2024-03-30T13:47:56.000-07:00,Spain,Barcelona,www.pillpack.com,62925576,1,payment successful
350,25,Grace Carter,116,Glucose Meter,Home Tests and Monitoring,wallet,4,24.99,2024-05-22T09:37:29.000-07:00,Germany,Frankfurt,www.medicalnewstoday.com/pharmacy,55214823,1,payment successful
351,30,Matthew Phillips,118,Cholesterol Test Kit,Home Tests and Monitoring,wallet,8,19.99,2024-12-09T04:58:23.000-08:00,Japan,Kyoto,www.safeway.com/pharmacy,53167702,0,bank refused to authorize transaction
352,12,Ethan Clark,61,Sunscreen Lotion,Sun Care,wallet,9,15.99,2024-07-26T03:10:15.000-07:00,Canada,Vancouver,www.riteaid.com,68913260,1,payment successful
353,30,Matthew Phillips,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,card,6,540.0,2024-11-16T17:32:00.000-08:00,Japan,Kyoto,www.cvs.com,39194376,1,payment successful
354,27,Victoria Perez,96,Pain Relief Cream,Pain Relief and Management,wallet,6,12.99,2024-02-18T12:29:51.000-08:00,Spain,Seville,www.safeway.com/pharmacy,36167430,1,payment successful
355,33,Scarlett Evans,37,Foot Balm,Foot Care,wallet,7,9.99,2024-05-13T14:21:04.000-07:00,United Kingdom,Liverpool,www.cvs.com,60123126,1,payment successful
356,19,Amelia Scott,68,Bed Protection Underpads,Incontinence,wallet,5,15.99,2024-06-23T23:56:56.000-07:00,Netherlands,Rotterdam,www.mysmartpharmacy.com,63396002,1,payment successful
357,3,Alice Johnson,82,Nasal Spray,"Ear, Nose, and Throat Care",wallet,4,7.99,2024-12-06T04:51:31.000-08:00,United Kingdom,London,www.chemistdirect.co.uk,29802194,1,payment successful
358,12,Ethan Clark,26,Hair Serum,Hair Care,card,3,9.99,2024-06-15T23:30:32.000-07:00,Canada,Vancouver,www.medicalnewstoday.com/pharmacy,54376465,1,payment successful
359,30,Matthew Phillips,47,Beard Trimmer,Shaving and Grooming,wallet,9,19.99,2024-01-01T20:34:47.000-08:00,Japan,Kyoto,www.mysmartpharmacy.com,78141705,1,payment successful
360,29,Aria Turner,74,Menstrual Cup,Feminine Care,internet banking,7,19.99,2024-12-27T22:05:09.000-08:00,Netherlands,Utrecht,www.safeway.com/pharmacy,23114112,1,payment successful
361,36,Samuel Stewart,140,Toe Separator,Supports and Braces,card,2,4.99,2024-10-12T11:14:27.000-07:00,France,Toulouse,www.walgreens.com,92090381,1,payment successful
362,15,Isabella Hall,34,Foot Scrub,Foot Care,wallet,4,6.99,2024-01-09T01:34:05.000-08:00,Germany,Munich,www.chemistwarehouse.com.au,45413828,1,payment successful
363,11,Mia Harris,9,Contact Lens Disinfecting Solution,Eye Care,card,4,22.99,2024-10-20T20:33:05.000-07:00,United States of America,Los Angeles,www.walmart.com/pharmacy,77156021,1,payment successful
364,40,Logan Reed,108,Digestive Enzymes,Digestive Health and Nausea,wallet,5,14.99,2024-07-27T01:48:55.000-07:00,Japan,Nagoya,www.walmart.com/pharmacy,12330796,1,payment successful
365,38,Mason Morris,36,Foot File,Foot Care,wallet,9,3.99,2024-09-03T20:59:28.000-07:00,Italy,Turin,www.walgreens.com,36426665,1,payment successful
366,8,James Anderson,29,Dry Shampoo,Hair Care,card,4,6.49,2024-12-27T11:49:09.000-08:00,Italy,Rome,www.britishpharmacy.co.uk,67996090,1,payment successful
367,45,Avery Bailey,95,Vapor Inhaler,"Cough, Cold, and Flu",upi,1,4.49,2024-03-18T02:09:26.000-07:00,Germany,Cologne,www.walgreens.com,97792463,1,payment successful
368,12,Ethan Clark,134,Back Support Belt,Supports and Braces,card,7,19.99,2024-03-03T18:52:33.000-08:00,Canada,Vancouver,www.pillpack.com,51599663,1,payment successful
369,40,Logan Reed,117,Ovulation Test,Home Tests and Monitoring,wallet,8,14.99,2024-04-30T20:38:14.000-07:00,Japan,Nagoya,www.drugstore.com,44602039,1,payment successful
370,2,Jane Smith,126,Diabetes Test Strips,Diabetes Management,card,3,25.99,2024-02-24T11:25:34.000-08:00,Canada,Toronto,www.safeway.com/pharmacy,85386095,1,payment successful
371,29,Aria Turner,108,Digestive Enzymes,Digestive Health and Nausea,card,7,14.99,2024-05-29T01:11:15.000-07:00,Netherlands,Utrecht,www.cvs.com,40087392,1,payment successful
372,46,Dylan Rivera,84,Ear Wax Removal Kit,"Ear, Nose, and Throat Care",card,9,12.99,2024-08-04T15:28:50.000-07:00,France,Nice,www.riteaid.com,95273609,1,payment successful
373,37,Lily Sanchez,116,Glucose Meter,Home Tests and Monitoring,wallet,8,24.99,2024-12-17T10:42:20.000-08:00,Spain,Valencia,www.medicalnewstoday.com/pharmacy,85871150,1,payment successful
374,45,Avery Bailey,21,Shampoo,Hair Care,wallet,9,5.99,2024-01-28T16:02:52.000-08:00,Germany,Cologne,www.walgreens.com,32704321,1,payment successful
375,43,Sofia Bell,96,Pain Relief Cream,Pain Relief and Management,card,6,12.99,2024-11-09T06:56:35.000-08:00,United Kingdom,Leeds,www.amazon.com/pharmacy,41857271,1,payment successful
376,16,Noah Allen,35,Foot Soak,Foot Care,upi,8,4.99,2024-12-02T13:44:40.000-08:00,France,Lyon,www.medicalnewstoday.com/pharmacy,14085437,1,payment successful
377,4,Michael Brown,115,Blood Pressure Monitor,Home Tests and Monitoring,card,4,29.99,2024-04-02T12:54:06.000-07:00,Australia,Sydney,www.walgreens.com,19090604,0,insufficient funds
378,37,Lily Sanchez,19,Orthodontic Wax,Oral Care,wallet,8,1.99,2024-02-24T05:35:37.000-08:00,Spain,Valencia,www.medicalnewstoday.com/pharmacy,15791173,1,payment successful
379,37,Lily Sanchez,47,Beard Trimmer,Shaving and Grooming,wallet,3,19.99,2024-11-04T16:22:28.000-08:00,Spain,Valencia,www.walgreens.com,49206687,1,payment successful
380,12,Ethan Clark,136,Finger Splint,Supports and Braces,card,3,6.99,2024-01-24T06:48:07.000-08:00,Canada,Vancouver,www.goodrx.com,57867667,1,payment successful
381,34,----////----,117,Ovulation Test,ROGUEROGUE,wallet,2,14.99,2024-04-28T04:40:11.000-07:00,XXXXXXXX,Perth,www.iherb.com,38660287,1,""
382,48,Luke Richardson,105,Hydrocortisone Cream,First Aid,wallet,9,5.99,2024-10-27T09:20:16.000-07:00,Italy,Florence,www.pillpack.com,85898529,1,payment successful
383,14,Liam Walker,108,Digestive Enzymes,Digestive Health and Nausea,wallet,7,14.99,2024-01-29T12:28:28.000-08:00,Australia,Melbourne,www.safeway.com/pharmacy,42455916,1,payment successful
384,12,Ethan Clark,86,Cough Syrup,"Cough, Cold, and Flu",upi,1,8.99,2024-06-13T04:37:32.000-07:00,Canada,Vancouver,www.medicalnewstoday.com/pharmacy,25788335,1,payment successful
385,19,Amelia Scott,103,Gauze Pads,First Aid,internet banking,4,4.99,2024-04-07T04:24:25.000-07:00,Netherlands,Rotterdam,www.riteaid.com,99395481,0,insufficient credit
386,10,Lucas Taylor,44,Beard Oil,Shaving and Grooming,wallet,6,6.99,2024-10-30T15:31:02.000-07:00,Japan,Tokyo,www.walgreens.com,24083725,1,payment successful
387,43,Sofia Bell,26,Hair Serum,Hair Care,wallet,4,9.99,2024-11-23T10:48:31.000-08:00,United Kingdom,Leeds,www.britishpharmacy.co.uk,68232341,1,payment successful
388,35,Chloe Collins,19,Orthodontic Wax,Oral Care,wallet,7,1.99,2024-06-11T03:42:33.000-07:00,Germany,Hamburg,www.chemistwarehouse.com.au,51212630,1,payment successful
389,34,Jack Edwards,40,Foot Massager,Foot Care,wallet,2,19.99,2024-10-26T06:03:53.000-07:00,Australia,Perth,www.1mg.com,50565381,1,payment successful
390,46,Dylan Rivera,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,1,8.99,2024-12-04T14:40:37.000-08:00,France,Nice,www.riteaid.com,47487363,1,payment successful
391,15,Isabella Hall,23,Hair Gel,Hair Care,wallet,9,4.99,2024-12-14T03:12:38.000-08:00,Germany,Munich,www.cvs.com,26020092,1,payment successful
392,25,Grace Carter,5,Eye Patch,Eye Care,wallet,6,6.99,2024-03-10T23:59:57.000-07:00,Germany,Frankfurt,www.pillpack.com,57026524,1,payment successful
393,24,Daniel Nelson,144,Maternity Support Belt,Supports and Braces,wallet,4,19.99,2024-08-01T12:28:12.000-07:00,Australia,Brisbane,www.chemistwarehouse.com.au,14231440,1,payment successful
394,6,David Wilson,22,Conditioner,Hair Care,card,9,6.99,2024-08-08T22:36:41.000-07:00,France,Paris,www.walgreens.com,98050284,1,payment successful
395,9,Olivia Thomas,56,Hearing Aid Drying Box,Hearing Devices and Amplifiers,internet banking,5,560.0,2024-04-26T14:50:29.000-07:00,Netherlands,Amsterdam,www.riteaid.com,65238060,1,payment successful
396,15,Isabella Hall,108,Digestive Enzymes,Digestive Health and Nausea,card,2,14.99,2024-07-01T07:50:24.000-07:00,Germany,Munich,www.expresspharmacy.co.uk,35000102,1,payment successful
397,33,Scarlett Evans,107,Burn Gel,First Aid,card,5,7.99,2024-12-06T05:44:48.000-08:00,United Kingdom,Liverpool,www.expresspharmacy.co.uk,53733164,1,payment successful
398,2,Jane Smith,61,Sunscreen Lotion,Sun Care,wallet,2,15.99,2024-11-18T09:35:07.000-08:00,Canada,Toronto,www.walgreens.com,59776177,1,payment successful
399,23,Evelyn Gonzalez,42,Razor,Shaving and Grooming,upi,7,5.99,2024-11-10T16:03:12.000-08:00,United Kingdom,Birmingham,www.drugstore.com,61837912,1,payment successful
400,31,Ella Campbell,7,Lens Wipes,Eye Care,wallet,1,11.99,2024-08-23T16:26:24.000-07:00,United States of America,Houston,www.safeway.com/pharmacy,57666937,1,payment successful
401,39,Zoe Rogers,2,Lubricating Eye Drops,Eye Care,card,9,9.99,2024-11-04T03:21:15.000-08:00,Netherlands,The Hague,www.drugstore.com,98963935,1,payment successful
402,28,Sebastian Roberts,23,Hair Gel,Hair Care,internet banking,7,4.99,2024-10-06T01:14:35.000-07:00,Italy,Naples,www.pharmacytimes.com,38883177,0,insufficient funds
403,32,Aiden Parker,48,Shaving Gel,Shaving and Grooming,card,5,3.49,2024-12-09T05:59:27.000-08:00,Canada,Calgary,www.amazon.com/pharmacy,84954445,1,payment successful
404,32,Aiden Parker,57,Hearing Aid Wax Guards,Hearing Devices and Amplifiers,card,4,570.0,2024-12-24T22:51:06.000-08:00,Canada,Calgary,www.walgreens.com,92474897,1,payment successful
405,32,Aiden Parker,135,Shoulder Support,Supports and Braces,card,3,14.99,2024-02-23T15:03:51.000-08:00,Canada,Calgary,www.alldaychemist.com,42499482,1,payment successful
406,3,Alice Johnson,139,Compression Socks,Supports and Braces,wallet,5,12.99,2024-08-18T13:30:20.000-07:00,United Kingdom,London,www.cvs.com,74467122,1,payment successful
407,48,"",50,Mustache Wax,"",card,3,5.49,2024-09-12T04:41:56.000-07:00,XXXXXXXX,Florence,www.walgreens.com,41420553,1,""
408,10,Lucas Taylor,49,Pre-Shave Oil,Shaving and Grooming,wallet,7,8.99,2024-09-06T07:56:21.000-07:00,Japan,Tokyo,www.britishpharmacy.co.uk,13279935,1,payment successful
409,36,Samuel Stewart,66,Adult Diapers,Incontinence,wallet,3,12.99,2024-09-03T18:15:42.000-07:00,France,Toulouse,www.walgreens.com,19528901,1,payment successful
410,25,Grace Carter,78,Body Scrub,Bath and Body,card,6,7.99,2024-12-10T05:28:54.000-08:00,Germany,Frankfurt,www.healthmart.com,11926441,0,bank refused to authorize transaction
411,34,Jack Edwards,55,Hearing Aid Domes,Hearing Devices and Amplifiers,wallet,7,550.0,2024-10-02T09:45:34.000-07:00,Australia,Perth,www.walgreens.com,81296153,1,payment successful
412,46,Dylan Rivera,131,Ankle Support,Supports and Braces,card,6,12.99,2024-04-16T16:06:53.000-07:00,France,Nice,www.walgreens.com,16890988,1,payment successful
413,27,Victoria Perez,44,Beard Oil,Shaving and Grooming,upi,4,6.99,2024-02-03T13:21:17.000-08:00,Spain,Seville,www.amazon.com/pharmacy,64194369,1,payment successful
414,46,Dylan Rivera,107,Burn Gel,First Aid,card,8,7.99,2024-09-06T21:26:48.000-07:00,France,Nice,www.pillpack.com,52009365,1,payment successful
415,19,Amelia Scott,5,Eye Patch,Eye Care,wallet,8,6.99,2024-12-27T06:42:16.000-08:00,Netherlands,Rotterdam,www.drugstore.com,58521797,1,payment successful
416,8,"",111,Laxatives,ROGUEROGUE,card,3,6.99,2024-10-21T05:50:03.000-07:00,XXXXXXXX,Rome,www.walgreens.com,10259809,1,----////----
417,12,Ethan Clark,51,Hearing Aid,Hearing Devices and Amplifiers,card,1,510.0,2024-07-07T19:53:58.000-07:00,Canada,Vancouver,www.walmart.com/pharmacy,76153792,1,payment successful
418,24,Daniel Nelson,17,Dental Picks,Oral Care,card,8,3.99,2024-12-16T03:53:25.000-08:00,Australia,Brisbane,www.walgreens.com,10561730,1,payment successful
419,44,Jackson Murphy,115,Blood Pressure Monitor,Home Tests and Monitoring,internet banking,7,29.99,2024-09-10T17:35:30.000-07:00,Australia,Adelaide,www.walgreens.com,60872183,1,payment successful
420,16,Noah Allen,55,Hearing Aid Domes,Hearing Devices and Amplifiers,card,9,550.0,2024-08-07T20:03:17.000-07:00,France,Lyon,www.riteaid.com,77682935,1,payment successful
421,20,Benjamin Green,76,Body Wash,Bath and Body,wallet,6,5.99,2024-07-31T07:09:28.000-07:00,Japan,Osaka,www.expresspharmacy.co.uk,69900433,1,payment successful
422,2,Jane Smith,65,Lip Balm with SPF,Sun Care,wallet,8,4.99,2024-10-12T00:20:55.000-07:00,Canada,Toronto,www.cvs.com,74837664,0,bank refused to authorize transaction
423,1,John Doe,17,Dental Picks,Oral Care,internet banking,5,3.99,2024-08-20T00:53:36.000-07:00,United States of America,New York,www.walgreens.com,24329212,1,payment successful
424,27,Victoria Perez,43,Aftershave,Shaving and Grooming,card,9,4.99,2024-09-04T23:22:11.000-07:00,Spain,Seville,www.pharmacytimes.com,86300839,1,payment successful
425,32,Aiden Parker,149,Shoulder Immobilizer,Supports and Braces,card,2,18.99,2024-12-09T05:38:11.000-08:00,Canada,Calgary,www.walgreens.com,50360776,1,payment successful
426,46,Dylan Rivera,25,Hair Mousse,Hair Care,wallet,8,8.99,2024-10-11T05:16:16.000-07:00,France,Nice,www.cvs.com,63512010,1,payment successful
427,34,Jack Edwards,146,Hernia Belt,Supports and Braces,upi,2,24.99,2024-12-21T19:08:39.000-08:00,Australia,Perth,www.cvs.com,33755061,1,payment successful
428,35,Chloe Collins,95,Vapor Inhaler,"Cough, Cold, and Flu",wallet,1,4.49,2024-10-30T14:11:48.000-07:00,Germany,Hamburg,www.goodrx.com,68997903,1,payment successful
429,11,Mia Harris,58,Hearing Aid Tubing,Hearing Devices and Amplifiers,card,4,580.0,2024-04-14T23:24:34.000-07:00,United States of America,Los Angeles,www.drugstore.com,98868415,1,payment successful
430,11,Mia Harris,6,Eye Wash,Eye Care,card,6,5.49,2024-09-15T08:12:08.000-07:00,United States of America,Los Angeles,www.healthmart.com,52312200,1,payment successful
431,5,Emily Davis,75,Feminine Wipes,Feminine Care,wallet,4,3.99,2024-03-07T01:51:52.000-08:00,Germany,Berlin,www.chemistwarehouse.com.au,45070146,1,payment successful
432,15,Isabella Hall,44,Beard Oil,Shaving and Grooming,card,3,6.99,2024-01-25T06:30:37.000-08:00,Germany,Munich,www.1mg.com,26819915,1,payment successful
433,3,Alice Johnson,18,Tongue Cleaner,Oral Care,card,8,2.49,2024-09-20T12:19:51.000-07:00,United Kingdom,London,www.safeway.com/pharmacy,68760477,1,payment successful
434,29,Aria Turner,73,Panty Liners,Feminine Care,wallet,1,4.99,2024-12-19T08:49:07.000-08:00,Netherlands,Utrecht,www.cvs.com,11248088,1,payment successful
435,2,Jane Smith,139,Compression Socks,Supports and Braces,wallet,2,12.99,2024-05-31T05:14:33.000-07:00,Canada,Toronto,www.safeway.com/pharmacy,51730844,1,payment successful
436,14,Liam Walker,106,Antibiotic Ointment,First Aid,upi,1,6.99,2024-04-23T20:56:12.000-07:00,Australia,Melbourne,www.britishpharmacy.co.uk,39288703,1,payment successful
437,34,Jack Edwards,126,Diabetes Test Strips,Diabetes Management,internet banking,7,25.99,2024-07-25T23:09:49.000-07:00,Australia,Perth,www.pillpack.com,11849604,1,payment successful
438,11,Mia Harris,56,Hearing Aid Drying Box,Hearing Devices and Amplifiers,wallet,2,560.0,2024-08-30T18:37:38.000-07:00,United States of America,Los Angeles,www.cvs.com,73907567,1,payment successful
439,31,Ella Campbell,18,Tongue Cleaner,Oral Care,card,8,2.49,2024-02-27T17:48:36.000-08:00,United States of America,Houston,www.1mg.com,14185327,1,payment successful
440,11,Mia Harris,44,Beard Oil,Shaving and Grooming,wallet,2,6.99,2024-10-18T19:39:14.000-07:00,United States of America,Los Angeles,www.britishpharmacy.co.uk,19858997,1,payment successful
441,14,Liam Walker,58,Hearing Aid Tubing,Hearing Devices and Amplifiers,wallet,7,580.0,2024-03-16T14:00:37.000-07:00,Australia,Melbourne,www.medicalnewstoday.com/pharmacy,14207667,1,payment successful
442,14,Liam Walker,29,Dry Shampoo,Hair Care,wallet,4,6.49,2024-04-01T06:46:59.000-07:00,Australia,Melbourne,www.safeway.com/pharmacy,42727690,0,insufficient credit
443,45,Avery Bailey,67,Incontinence Pads,Incontinence,wallet,8,8.99,2024-05-22T13:31:21.000-07:00,Germany,Cologne,www.walgreens.com,64643884,1,payment successful
444,26,Henry Mitchell,9,Contact Lens Disinfecting Solution,Eye Care,wallet,4,22.99,2024-11-27T21:34:07.000-08:00,France,Marseille,www.expresspharmacy.co.uk,84056227,1,payment successful
445,36,Samuel Stewart,144,Maternity Support Belt,Supports and Braces,wallet,4,19.99,2024-12-15T12:00:57.000-08:00,France,Toulouse,www.iherb.com,12134618,0,insufficient funds
446,50,Gabriel Howard,94,Cold and Flu Tea,"Cough, Cold, and Flu",wallet,6,5.49,2024-07-07T13:11:48.000-07:00,Japan,Fukuoka,www.walmart.com/pharmacy,95602499,1,payment successful
447,14,Liam Walker,127,Insulin Syringes,Diabetes Management,upi,3,19.99,2024-10-19T07:48:20.000-07:00,Australia,Melbourne,www.pharmacytimes.com,33129292,1,payment successful
448,34,Jack Edwards,43,Aftershave,Shaving and Grooming,wallet,4,4.99,2024-07-22T13:11:05.000-07:00,Australia,Perth,www.chemistwarehouse.com.au,61793718,1,payment successful
449,37,Lily Sanchez,108,Digestive Enzymes,Digestive Health and Nausea,internet banking,3,14.99,2024-02-01T05:29:47.000-08:00,Spain,Valencia,www.safeway.com/pharmacy,51934142,1,payment successful
450,15,Isabella Hall,68,Bed Protection Underpads,Incontinence,wallet,9,15.99,2024-05-20T16:20:47.000-07:00,Germany,Munich,www.iherb.com,96231716,1,payment successful
